date,programmer,project,time
2021-05-05,Mariola,NSTAT,1.25
2021-05-05,Mariola,XTOR,3.75
2021-05-05,Hella,XTOR,0.75
2021-05-05,Hella,BIRDY,0.75
2021-05-05,Hella,NSTAT,3.5
2021-05-06,Hella,NSTAT,1.0
2021-05-06,Hella,NSTAT,0.25
2021-05-06,Mariola,XTOR,4.0
2021-05-06,Mariola,BIRDY,1.5
2021-05-06,Mariola,XTOR,3.75
2021-05-06,Hella,XTOR,0.5
2021-05-07,Hella,BIRDY,1.5
2021-05-07,Hella,XTOR,0.75
2021-05-07,Hella,BIRDY,1.5
2021-05-07,Mariola,NSTAT,0.25
2021-05-07,Hella,BIRDY,1.75
2021-05-10,Mariola,BIRDY,1.25
2021-05-10,Mariola,XTOR,1.75
2021-05-10,Mariola,XTOR,3.0
2021-05-10,Mariola,XTOR,4.25
2021-05-10,Mariola,BIRDY,1.25
2021-05-10,Hella,XTOR,0.75
2021-05-10,Mariola,BIRDY,1.5
2021-05-10,Mariola,NSTAT,1.25
2021-05-10,Mariola,BIRDY,2.25
2021-05-10,Mariola,BIRDY,3.0
2021-05-10,Antonie,XTOR,1.0
2021-05-11,Mariola,NSTAT,0.25
2021-05-11,Mariola,BIRDY,2.5
2021-05-11,Mariola,NSTAT,1.0
2021-05-11,Hella,NSTAT,1.0
2021-05-11,Antonie,NSTAT,0.25
2021-05-11,Antonie,XTOR,0.5
2021-05-11,Mariola,XTOR,1.25
2021-05-11,Hella,NSTAT,2.5
2021-05-11,Hella,NSTAT,2.75
2021-05-11,Hella,NSTAT,1.5
2021-05-11,Mariola,NSTAT,0.5
2021-05-12,Mariola,XTOR,3.5
2021-05-12,Mariola,XTOR,0.5
2021-05-12,Hella,BIRDY,1.25
2021-05-12,Hella,BIRDY,0.25
2021-05-12,Antonie,BIRDY,3.25
2021-05-12,Antonie,NSTAT,1.0
2021-05-12,Hella,BIRDY,1.25
2021-05-12,Mariola,BIRDY,3.0
2021-05-13,Mariola,BIRDY,2.0
2021-05-13,Mariola,XTOR,3.75
2021-05-13,Mariola,NSTAT,0.5
2021-05-13,Hella,XTOR,0.25
2021-05-14,Mariola,BIRDY,0.75
2021-05-14,Mariola,NSTAT,1.0
2021-05-14,Antonie,NSTAT,0.75
2021-05-14,Hella,NSTAT,3.25
2021-05-14,Antonie,BIRDY,2.25
2021-05-14,Hella,BIRDY,1.75
2021-05-14,Hella,XTOR,0.75
2021-05-17,Antonie,BIRDY,0.75
2021-05-17,Mariola,BIRDY,3.25
2021-05-17,Antonie,NSTAT,0.75
2021-05-17,Mariola,XTOR,0.25
2021-05-18,Mariola,BIRDY,1.0
2021-05-18,Mariola,NSTAT,0.75
2021-05-18,Hella,BIRDY,0.5
2021-05-18,Mariola,BIRDY,2.25
2021-05-18,Hella,NSTAT,3.75
2021-05-18,Fatima,XTOR,0.25
2021-05-18,Mariola,XTOR,3.75
2021-05-19,Hella,NSTAT,0.25
2021-05-19,Antonie,BIRDY,1.0
2021-05-19,Hella,NSTAT,0.25
2021-05-19,Mariola,BIRDY,1.5
2021-05-19,Mariola,XTOR,1.75
2021-05-19,Mariola,NSTAT,1.25
2021-05-20,Hella,NSTAT,3.5
2021-05-20,Mariola,NSTAT,1.25
2021-05-20,Fatima,NSTAT,1.25
2021-05-20,Fatima,BIRDY,1.25
2021-05-20,Hella,XTOR,1.0
2021-05-21,Hella,BIRDY,1.0
2021-05-21,Hella,XTOR,0.75
2021-05-21,Fatima,BIRDY,0.5
2021-05-21,Mariola,XTOR,4.25
2021-05-21,Antonie,BIRDY,2.5
2021-05-21,Hella,NSTAT,1.0
2021-05-24,Fatima,BIRDY,1.25
2021-05-24,Hella,BIRDY,1.5
2021-05-24,Mariola,XTOR,2.25
2021-05-24,Antonie,NSTAT,0.75
2021-05-24,Mariola,XTOR,1.25
2021-05-24,Hella,BIRDY,1.0
2021-05-24,Hella,BIRDY,0.75
2021-05-24,Mariola,NSTAT,0.5
2021-05-24,Mariola,NSTAT,1.25
2021-05-25,Antonie,BIRDY,3.5
2021-05-25,Hella,NSTAT,3.5
2021-05-25,Hella,NSTAT,1.5
2021-05-25,Hella,BIRDY,0.25
2021-05-25,Mariola,BIRDY,3.0
2021-05-26,Hella,BIRDY,1.75
2021-05-26,Hella,XTOR,1.25
2021-05-26,Hella,XTOR,1.25
2021-05-26,Mariola,BIRDY,2.0
2021-05-26,Hella,BIRDY,1.75
2021-05-26,Mariola,BIRDY,3.25
2021-05-27,Hella,XTOR,0.25
2021-05-27,Hella,XTOR,0.5
2021-05-27,Mariola,NSTAT,1.25
2021-05-27,Mariola,BIRDY,2.75
2021-05-27,Hella,BIRDY,1.25
2021-05-27,Mariola,BIRDY,2.0
2021-05-27,Antonie,BIRDY,1.75
2021-05-27,Antonie,BIRDY,3.5
2021-05-27,Hella,NSTAT,1.25
2021-05-27,Hella,XTOR,1.0
2021-05-28,Hella,NSTAT,2.25
2021-05-28,Hella,BIRDY,0.5
2021-05-28,Mariola,NSTAT,1.25
2021-05-28,Mariola,BIRDY,1.25
2021-05-28,Hella,NSTAT,1.5
2021-05-28,Antonie,BIRDY,2.25
2021-05-28,Antonie,NSTAT,0.25
2021-05-28,Hella,XTOR,0.5
2021-05-31,Mariola,NSTAT,0.25
2021-05-31,Hella,XTOR,1.25
2021-05-31,Hella,XTOR,0.25
2021-05-31,Mariola,NSTAT,1.0
2021-05-31,Hella,XTOR,0.25
2021-05-31,Hella,XTOR,0.75
2021-05-31,Hella,NSTAT,0.75
2021-06-01,Mariola,NSTAT,1.0
2021-06-01,Mariola,BIRDY,3.0
2021-06-01,Mariola,NSTAT,1.0
2021-06-01,Hella,XTOR,1.25
2021-06-01,Hella,XTOR,1.0
2021-06-01,Mariola,NSTAT,0.25
2021-06-01,Fatima,NSTAT,0.5
2021-06-01,Mariola,XTOR,1.5
2021-06-01,Hella,BIRDY,0.5
2021-06-01,Hella,BIRDY,1.5
2021-06-01,Hella,BIRDY,0.5
2021-06-02,Hella,XTOR,0.75
2021-06-02,Hella,BIRDY,0.75
2021-06-02,Mariola,BIRDY,1.75
2021-06-02,Mariola,BIRDY,1.25
2021-06-02,Fatima,BIRDY,0.5
2021-06-02,Hella,NSTAT,2.0
2021-06-02,Hella,BIRDY,0.5
2021-06-03,Antonie,XTOR,1.25
2021-06-03,Hella,BIRDY,1.75
2021-06-03,Mariola,NSTAT,0.75
2021-06-03,Antonie,BIRDY,1.0
2021-06-03,Fatima,NSTAT,1.0
2021-06-03,Hella,NSTAT,2.5
2021-06-04,Mariola,BIRDY,1.0
2021-06-04,Mariola,BIRDY,2.25
2021-06-04,Hella,NSTAT,1.5
2021-06-04,Mariola,BIRDY,1.0
2021-06-04,Mariola,BIRDY,2.25
2021-06-04,Hella,NSTAT,3.5
2021-06-04,Antonie,NSTAT,0.25
2021-06-07,Mariola,BIRDY,1.75
2021-06-07,Hella,BIRDY,1.0
2021-06-07,Fatima,BIRDY,0.5
2021-06-07,Mariola,NSTAT,0.75
2021-06-07,Hella,NSTAT,4.0
2021-06-07,Antonie,BIRDY,2.75
2021-06-07,Mariola,BIRDY,3.25
2021-06-07,Mariola,BIRDY,2.75
2021-06-07,Hella,NSTAT,1.0
2021-06-07,Hella,XTOR,0.25
2021-06-07,Mariola,XTOR,1.25
2021-06-08,Mariola,BIRDY,0.25
2021-06-08,Mariola,BIRDY,1.5
2021-06-08,Mariola,NSTAT,0.5
2021-06-08,Hella,BIRDY,1.25
2021-06-08,Hella,NSTAT,2.75
2021-06-08,Mariola,NSTAT,0.5
2021-06-08,Mariola,NSTAT,0.25
2021-06-09,Hella,XTOR,1.0
2021-06-09,Hella,BIRDY,1.25
2021-06-09,Hella,BIRDY,0.75
2021-06-09,Hella,XTOR,0.5
2021-06-09,Antonie,NSTAT,0.5
2021-06-09,Mariola,BIRDY,2.75
2021-06-09,Hella,BIRDY,1.0
2021-06-09,Mariola,NSTAT,0.75
2021-06-09,Mariola,BIRDY,2.5
2021-06-10,Hella,NSTAT,0.25
2021-06-10,Mariola,NSTAT,0.75
2021-06-10,Mariola,XTOR,2.0
2021-06-10,Hella,NSTAT,1.75
2021-06-10,Mariola,BIRDY,2.25
2021-06-10,Hella,NSTAT,0.75
2021-06-10,Mariola,BIRDY,0.25
2021-06-11,Hella,BIRDY,1.25
2021-06-11,Mariola,XTOR,3.0
2021-06-11,Hella,NSTAT,1.25
2021-06-11,Fatima,BIRDY,1.0
2021-06-11,Hella,XTOR,1.25
2021-06-11,Hella,XTOR,1.0
2021-06-11,Mariola,BIRDY,0.75
2021-06-14,Hella,BIRDY,0.75
2021-06-14,Mariola,BIRDY,0.5
2021-06-14,Mariola,NSTAT,1.0
2021-06-14,Hella,BIRDY,1.0
2021-06-14,Mariola,BIRDY,3.25
2021-06-14,Mariola,NSTAT,1.0
2021-06-14,Mariola,BIRDY,1.75
2021-06-14,Mariola,XTOR,3.5
2021-06-14,Antonie,BIRDY,0.75
2021-06-15,Mariola,NSTAT,1.25
2021-06-15,Hella,NSTAT,2.75
2021-06-15,Mariola,XTOR,0.25
2021-06-15,Mariola,NSTAT,1.0
2021-06-15,Mariola,XTOR,0.75
2021-06-15,Mariola,BIRDY,1.75
2021-06-15,Hella,BIRDY,1.5
2021-06-15,Hella,BIRDY,0.75
2021-06-15,Hella,NSTAT,3.75
2021-06-16,Hella,NSTAT,2.25
2021-06-16,Mariola,BIRDY,1.5
2021-06-16,Antonie,BIRDY,0.5
2021-06-16,Hella,NSTAT,4.0
2021-06-16,Mariola,NSTAT,0.5
2021-06-16,Mariola,XTOR,2.75
2021-06-17,Hella,XTOR,0.25
2021-06-17,Mariola,BIRDY,2.75
2021-06-17,Hella,NSTAT,0.25
2021-06-17,Mariola,XTOR,3.75
2021-06-17,Hella,XTOR,0.75
2021-06-18,Hella,BIRDY,0.5
2021-06-18,Mariola,NSTAT,1.0
2021-06-18,Mariola,BIRDY,1.75
2021-06-18,Hella,BIRDY,1.75
2021-06-18,Hella,BIRDY,0.75
2021-06-18,Hella,BIRDY,0.5
2021-06-18,Mariola,BIRDY,1.25
2021-06-18,Hella,NSTAT,2.75
2021-06-18,Mariola,BIRDY,0.75
2021-06-18,Hella,XTOR,0.25
2021-06-21,Mariola,BIRDY,2.5
2021-06-21,Mariola,NSTAT,0.25
2021-06-21,Hella,NSTAT,3.75
2021-06-21,Mariola,XTOR,3.75
2021-06-21,Mariola,NSTAT,0.25
2021-06-21,Fatima,XTOR,0.25
2021-06-21,Hella,NSTAT,3.75
2021-06-21,Hella,BIRDY,1.25
2021-06-22,Mariola,BIRDY,2.25
2021-06-22,Hella,XTOR,1.25
2021-06-22,Mariola,XTOR,2.75
2021-06-22,Mariola,BIRDY,0.25
2021-06-22,Mariola,BIRDY,0.25
2021-06-22,Mariola,XTOR,3.75
2021-06-22,Hella,BIRDY,0.75
2021-06-22,Hella,NSTAT,4.0
2021-06-22,Hella,BIRDY,0.75
2021-06-23,Hella,NSTAT,3.75
2021-06-23,Mariola,XTOR,0.75
2021-06-23,Mariola,NSTAT,0.5
2021-06-23,Fatima,BIRDY,0.25
2021-06-23,Mariola,XTOR,4.25
2021-06-23,Hella,XTOR,0.75
2021-06-24,Hella,XTOR,0.25
2021-06-24,Hella,NSTAT,4.0
2021-06-24,Mariola,NSTAT,1.25
2021-06-24,Hella,BIRDY,1.5
2021-06-24,Hella,NSTAT,1.75
2021-06-24,Hella,BIRDY,0.25
2021-06-24,Mariola,NSTAT,0.75
2021-06-24,Mariola,NSTAT,0.5
2021-06-24,Mariola,BIRDY,3.25
2021-06-24,Mariola,BIRDY,1.25
2021-06-25,Hella,NSTAT,1.5
2021-06-25,Mariola,BIRDY,0.25
2021-06-25,Mariola,BIRDY,2.0
2021-06-25,Hella,BIRDY,1.0
2021-06-28,Mariola,XTOR,1.75
2021-06-28,Hella,XTOR,0.75
2021-06-28,Hella,NSTAT,3.75
2021-06-28,Hella,NSTAT,0.5
2021-06-28,Hella,NSTAT,1.5
2021-06-29,Hella,NSTAT,0.5
2021-06-29,Mariola,XTOR,1.0
2021-06-29,Fatima,NSTAT,1.25
2021-06-29,Mariola,XTOR,3.0
2021-06-29,Hella,NSTAT,3.25
2021-06-29,Hella,NSTAT,0.5
2021-06-29,Antonie,NSTAT,1.0
2021-06-29,Fatima,BIRDY,1.0
2021-06-29,Antonie,BIRDY,0.5
2021-06-30,Hella,NSTAT,4.0
2021-06-30,Mariola,XTOR,3.0
2021-06-30,Hella,NSTAT,4.0
2021-06-30,Hella,XTOR,1.0
2021-06-30,Hella,BIRDY,1.25
2021-06-30,Hella,BIRDY,0.5
2021-06-30,Hella,BIRDY,1.25
2021-07-01,Hella,BIRDY,0.75
2021-07-01,Mariola,NSTAT,1.25
2021-07-01,Hella,NSTAT,4.25
2021-07-01,Hella,XTOR,0.75
2021-07-01,Hella,NSTAT,3.0
2021-07-01,Hella,NSTAT,1.75
2021-07-01,Mariola,BIRDY,0.25
2021-07-01,Mariola,BIRDY,2.75
2021-07-01,Mariola,XTOR,3.5
2021-07-01,Hella,BIRDY,0.5
2021-07-02,Hella,NSTAT,4.25
2021-07-02,Hella,BIRDY,1.25
2021-07-02,Hella,BIRDY,0.5
2021-07-05,Mariola,BIRDY,2.5
2021-07-05,Hella,NSTAT,0.75
2021-07-05,Fatima,BIRDY,1.0
2021-07-05,Mariola,NSTAT,0.25
2021-07-05,Mariola,BIRDY,2.5
2021-07-05,Antonie,BIRDY,1.75
2021-07-06,Hella,BIRDY,1.5
2021-07-06,Fatima,BIRDY,1.0
2021-07-06,Mariola,NSTAT,0.25
2021-07-06,Antonie,BIRDY,0.5
2021-07-06,Mariola,BIRDY,1.25
2021-07-06,Hella,NSTAT,0.75
2021-07-06,Mariola,BIRDY,0.75
2021-07-06,Hella,BIRDY,0.5
2021-07-07,Antonie,NSTAT,0.5
2021-07-07,Mariola,NSTAT,0.5
2021-07-07,Fatima,BIRDY,1.0
2021-07-07,Mariola,XTOR,1.25
2021-07-07,Hella,XTOR,1.25
2021-07-07,Mariola,BIRDY,0.25
2021-07-07,Hella,NSTAT,3.75
2021-07-07,Hella,XTOR,1.0
2021-07-07,Mariola,BIRDY,2.0
2021-07-07,Fatima,NSTAT,0.25
2021-07-08,Hella,NSTAT,3.5
2021-07-08,Antonie,NSTAT,0.75
2021-07-08,Mariola,XTOR,1.75
2021-07-08,Mariola,BIRDY,1.75
2021-07-08,Hella,BIRDY,1.5
2021-07-09,Hella,NSTAT,0.25
2021-07-09,Hella,BIRDY,0.75
2021-07-09,Mariola,NSTAT,1.0
2021-07-09,Hella,XTOR,0.5
2021-07-09,Hella,NSTAT,4.25
2021-07-12,Hella,BIRDY,0.75
2021-07-12,Mariola,NSTAT,1.25
2021-07-12,Mariola,NSTAT,1.0
2021-07-13,Mariola,XTOR,4.0
2021-07-13,Hella,XTOR,0.5
2021-07-13,Mariola,NSTAT,1.25
2021-07-13,Hella,NSTAT,2.25
2021-07-13,Mariola,NSTAT,1.25
2021-07-13,Hella,NSTAT,0.5
2021-07-14,Mariola,BIRDY,0.75
2021-07-14,Hella,BIRDY,1.25
2021-07-14,Hella,XTOR,0.75
2021-07-14,Mariola,XTOR,2.5
2021-07-14,Hella,NSTAT,0.75
2021-07-15,Mariola,XTOR,1.5
2021-07-15,Hella,NSTAT,2.75
2021-07-15,Mariola,NSTAT,1.0
2021-07-15,Hella,NSTAT,2.5
2021-07-15,Mariola,BIRDY,3.25
2021-07-15,Mariola,BIRDY,2.25
2021-07-15,Fatima,NSTAT,0.75
2021-07-15,Fatima,XTOR,0.25
2021-07-15,Mariola,NSTAT,0.25
2021-07-16,Hella,BIRDY,1.0
2021-07-16,Mariola,NSTAT,1.0
2021-07-16,Hella,BIRDY,1.0
2021-07-19,Hella,NSTAT,3.0
2021-07-19,Mariola,NSTAT,1.25
2021-07-19,Mariola,XTOR,3.75
2021-07-19,Hella,BIRDY,0.75
2021-07-19,Fatima,BIRDY,1.0
2021-07-19,Fatima,XTOR,0.25
2021-07-19,Mariola,NSTAT,1.25
2021-07-20,Mariola,XTOR,2.0
2021-07-20,Mariola,XTOR,1.25
2021-07-20,Hella,BIRDY,1.75
2021-07-21,Mariola,BIRDY,0.25
2021-07-21,Mariola,BIRDY,0.5
2021-07-21,Hella,XTOR,0.5
2021-07-21,Hella,XTOR,0.5
2021-07-22,Fatima,BIRDY,1.25
2021-07-22,Hella,BIRDY,0.5
2021-07-22,Mariola,XTOR,1.0
2021-07-22,Mariola,BIRDY,0.5
2021-07-22,Hella,NSTAT,1.5
2021-07-22,Hella,NSTAT,2.5
2021-07-22,Hella,NSTAT,3.25
2021-07-22,Mariola,XTOR,0.25
2021-07-23,Mariola,BIRDY,1.0
2021-07-23,Mariola,XTOR,0.75
2021-07-23,Mariola,NSTAT,0.5
2021-07-23,Hella,BIRDY,1.25
2021-07-23,Antonie,BIRDY,2.0
2021-07-23,Hella,NSTAT,3.75
2021-07-23,Fatima,BIRDY,0.25
2021-07-26,Mariola,BIRDY,2.75
2021-07-26,Hella,NSTAT,3.0
2021-07-26,Mariola,BIRDY,1.5
2021-07-26,Mariola,BIRDY,1.5
2021-07-26,Mariola,BIRDY,0.5
2021-07-26,Hella,BIRDY,1.5
2021-07-26,Antonie,BIRDY,1.25
2021-07-27,Antonie,XTOR,1.25
2021-07-27,Hella,XTOR,1.25
2021-07-27,Hella,NSTAT,2.25
2021-07-27,Hella,NSTAT,1.5
2021-07-27,Hella,BIRDY,0.75
2021-07-27,Hella,NSTAT,3.25
2021-07-27,Mariola,NSTAT,1.0
2021-07-28,Mariola,XTOR,1.25
2021-07-28,Fatima,BIRDY,0.25
2021-07-28,Antonie,NSTAT,1.0
2021-07-28,Hella,NSTAT,3.5
2021-07-28,Mariola,XTOR,3.25
2021-07-28,Hella,BIRDY,0.75
2021-07-29,Mariola,XTOR,2.25
2021-07-29,Hella,BIRDY,1.5
2021-07-29,Hella,XTOR,0.5
2021-07-29,Hella,XTOR,0.75
2021-07-29,Hella,NSTAT,4.0
2021-07-30,Mariola,BIRDY,2.5
2021-07-30,Mariola,NSTAT,0.75
2021-07-30,Hella,BIRDY,1.0
2021-07-30,Hella,BIRDY,1.25
2021-07-30,Mariola,BIRDY,2.25
2021-07-30,Hella,NSTAT,1.0
2021-07-30,Mariola,BIRDY,0.25
2021-07-30,Mariola,NSTAT,1.25
2021-07-30,Mariola,NSTAT,0.75
2021-07-30,Mariola,BIRDY,2.5
2021-07-30,Hella,XTOR,0.75
2021-08-02,Mariola,BIRDY,3.0
2021-08-02,Hella,NSTAT,1.75
2021-08-02,Antonie,NSTAT,0.75
2021-08-02,Mariola,BIRDY,1.75
2021-08-02,Mariola,BIRDY,3.25
2021-08-02,Mariola,XTOR,3.5
2021-08-02,Hella,BIRDY,1.25
2021-08-02,Hella,NSTAT,2.25
2021-08-02,Mariola,BIRDY,3.0
2021-08-03,Hella,NSTAT,2.75
2021-08-03,Hella,BIRDY,0.75
2021-08-03,Hella,BIRDY,1.0
2021-08-03,Mariola,XTOR,1.25
2021-08-03,Hella,NSTAT,0.75
2021-08-03,Mariola,NSTAT,0.5
2021-08-03,Hella,BIRDY,0.25
2021-08-03,Fatima,BIRDY,1.0
2021-08-04,Hella,NSTAT,3.75
2021-08-04,Hella,NSTAT,4.0
2021-08-04,Hella,BIRDY,1.5
2021-08-05,Mariola,BIRDY,3.0
2021-08-05,Hella,NSTAT,2.75
2021-08-05,Fatima,XTOR,0.25
2021-08-05,Mariola,BIRDY,0.25
2021-08-05,Mariola,BIRDY,0.75
2021-08-05,Mariola,XTOR,1.75
2021-08-05,Hella,BIRDY,0.25
2021-08-05,Mariola,XTOR,0.5
2021-08-05,Mariola,XTOR,3.75
2021-08-06,Hella,BIRDY,0.25
2021-08-06,Hella,XTOR,1.0
2021-08-06,Hella,NSTAT,1.5
2021-08-06,Mariola,BIRDY,1.5
2021-08-09,Hella,BIRDY,0.25
2021-08-09,Hella,NSTAT,2.5
2021-08-09,Mariola,BIRDY,2.5
2021-08-09,Mariola,BIRDY,1.75
2021-08-09,Mariola,XTOR,2.0
2021-08-09,Mariola,XTOR,0.75
2021-08-09,Hella,BIRDY,0.25
2021-08-09,Hella,XTOR,1.0
2021-08-09,Mariola,NSTAT,0.75
2021-08-09,Mariola,XTOR,0.25
2021-08-09,Hella,XTOR,1.25
2021-08-10,Mariola,XTOR,4.0
2021-08-10,Hella,NSTAT,3.5
2021-08-10,Mariola,NSTAT,0.75
2021-08-10,Fatima,XTOR,0.25
2021-08-11,Mariola,XTOR,2.25
2021-08-11,Mariola,BIRDY,1.0
2021-08-11,Mariola,XTOR,4.0
2021-08-11,Mariola,BIRDY,2.0
2021-08-11,Hella,BIRDY,0.25
2021-08-11,Mariola,NSTAT,1.0
2021-08-11,Mariola,NSTAT,1.25
2021-08-11,Mariola,BIRDY,1.5
2021-08-11,Hella,BIRDY,1.0
2021-08-12,Mariola,BIRDY,1.5
2021-08-12,Hella,BIRDY,1.5
2021-08-12,Mariola,BIRDY,0.5
2021-08-12,Hella,BIRDY,1.5
2021-08-13,Hella,BIRDY,1.25
2021-08-13,Mariola,XTOR,3.75
2021-08-13,Fatima,BIRDY,0.5
2021-08-13,Mariola,NSTAT,0.25
2021-08-13,Mariola,BIRDY,0.5
2021-08-16,Hella,XTOR,1.0
2021-08-16,Hella,NSTAT,4.0
2021-08-16,Hella,BIRDY,1.75
2021-08-16,Mariola,NSTAT,0.5
2021-08-16,Mariola,BIRDY,3.25
2021-08-17,Mariola,XTOR,2.25
2021-08-17,Mariola,NSTAT,0.25
2021-08-17,Hella,NSTAT,0.25
2021-08-17,Hella,NSTAT,4.25
2021-08-17,Antonie,NSTAT,1.0
2021-08-18,Mariola,NSTAT,0.75
2021-08-18,Mariola,XTOR,0.5
2021-08-18,Mariola,XTOR,3.5
2021-08-18,Antonie,NSTAT,1.0
2021-08-18,Fatima,NSTAT,0.5
2021-08-18,Mariola,NSTAT,1.0
2021-08-18,Hella,XTOR,1.0
2021-08-18,Hella,NSTAT,3.25
2021-08-18,Mariola,BIRDY,2.5
2021-08-19,Mariola,XTOR,3.75
2021-08-19,Hella,NSTAT,1.75
2021-08-19,Antonie,NSTAT,1.0
2021-08-19,Mariola,BIRDY,0.75
2021-08-19,Mariola,BIRDY,3.0
2021-08-19,Fatima,BIRDY,0.25
2021-08-20,Mariola,XTOR,2.0
2021-08-20,Hella,XTOR,0.75
2021-08-20,Mariola,NSTAT,0.5
2021-08-20,Mariola,XTOR,3.25
2021-08-20,Hella,XTOR,0.5
2021-08-23,Mariola,XTOR,3.25
2021-08-23,Hella,NSTAT,3.75
2021-08-23,Mariola,BIRDY,0.25
2021-08-23,Mariola,NSTAT,1.25
2021-08-24,Mariola,XTOR,2.25
2021-08-24,Mariola,XTOR,3.25
2021-08-24,Mariola,XTOR,2.0
2021-08-24,Fatima,NSTAT,0.25
2021-08-24,Hella,NSTAT,3.75
2021-08-24,Hella,XTOR,0.25
2021-08-24,Hella,NSTAT,3.5
2021-08-25,Hella,BIRDY,0.5
2021-08-25,Mariola,NSTAT,0.75
2021-08-25,Mariola,BIRDY,1.5
2021-08-25,Hella,BIRDY,1.75
2021-08-25,Hella,NSTAT,2.5
2021-08-25,Mariola,NSTAT,0.75
2021-08-25,Fatima,XTOR,0.25
2021-08-26,Mariola,BIRDY,2.0
2021-08-26,Fatima,XTOR,0.25
2021-08-26,Mariola,NSTAT,0.75
2021-08-26,Hella,BIRDY,1.0
2021-08-26,Hella,BIRDY,0.25
2021-08-26,Hella,BIRDY,0.5
2021-08-26,Mariola,NSTAT,1.0
2021-08-26,Hella,NSTAT,3.0
2021-08-26,Mariola,NSTAT,1.0
2021-08-26,Mariola,NSTAT,0.25
2021-08-27,Hella,BIRDY,1.0
2021-08-27,Mariola,BIRDY,0.75
2021-08-27,Hella,NSTAT,2.75
2021-08-27,Hella,NSTAT,1.25
2021-08-27,Hella,NSTAT,1.5
2021-08-27,Hella,BIRDY,0.5
2021-08-27,Mariola,BIRDY,1.75
2021-08-30,Antonie,XTOR,1.0
2021-08-30,Hella,BIRDY,1.0
2021-08-30,Mariola,BIRDY,1.25
2021-08-30,Mariola,BIRDY,3.0
2021-08-30,Hella,BIRDY,1.75
2021-08-30,Mariola,BIRDY,1.75
2021-08-30,Mariola,BIRDY,1.5
2021-08-31,Antonie,NSTAT,0.5
2021-08-31,Hella,NSTAT,4.0
2021-08-31,Hella,BIRDY,0.75
2021-08-31,Hella,XTOR,0.75
2021-08-31,Hella,BIRDY,1.0
2021-08-31,Hella,BIRDY,1.5
2021-08-31,Hella,XTOR,1.25
2021-09-01,Hella,NSTAT,2.25
2021-09-01,Mariola,NSTAT,0.25
2021-09-01,Hella,NSTAT,3.75
2021-09-01,Mariola,XTOR,1.0
2021-09-01,Mariola,BIRDY,0.25
2021-09-01,Hella,NSTAT,0.25
2021-09-01,Hella,BIRDY,0.75
2021-09-01,Hella,BIRDY,1.75
2021-09-02,Mariola,XTOR,2.75
2021-09-02,Mariola,XTOR,2.75
2021-09-02,Mariola,NSTAT,0.25
2021-09-02,Mariola,BIRDY,2.25
2021-09-03,Hella,NSTAT,1.75
2021-09-03,Mariola,NSTAT,1.0
2021-09-03,Hella,BIRDY,0.75
2021-09-03,Mariola,BIRDY,2.0
2021-09-03,Hella,NSTAT,4.0
2021-09-03,Mariola,BIRDY,1.5
2021-09-03,Hella,XTOR,1.0
2021-09-03,Mariola,BIRDY,0.5
2021-09-03,Mariola,NSTAT,0.5
2021-09-06,Mariola,NSTAT,1.25
2021-09-06,Hella,BIRDY,1.75
2021-09-06,Mariola,NSTAT,0.25
2021-09-06,Hella,NSTAT,0.25
2021-09-06,Mariola,NSTAT,1.25
2021-09-07,Mariola,NSTAT,0.5
2021-09-07,Hella,NSTAT,3.0
2021-09-07,Hella,NSTAT,4.0
2021-09-07,Mariola,XTOR,0.25
2021-09-07,Antonie,XTOR,1.0
2021-09-07,Hella,BIRDY,1.0
2021-09-07,Hella,XTOR,0.5
2021-09-07,Hella,NSTAT,4.0
2021-09-08,Mariola,NSTAT,0.5
2021-09-08,Mariola,NSTAT,1.0
2021-09-08,Mariola,NSTAT,1.0
2021-09-08,Mariola,NSTAT,0.25
2021-09-08,Fatima,BIRDY,1.25
2021-09-08,Mariola,NSTAT,0.5
2021-09-08,Fatima,XTOR,0.25
2021-09-08,Hella,BIRDY,1.0
2021-09-08,Mariola,NSTAT,0.5
2021-09-08,Mariola,NSTAT,1.0
2021-09-09,Mariola,BIRDY,3.0
2021-09-09,Mariola,BIRDY,3.0
2021-09-09,Antonie,NSTAT,1.0
2021-09-09,Mariola,BIRDY,1.5
2021-09-10,Mariola,BIRDY,2.25
2021-09-10,Hella,NSTAT,1.25
2021-09-10,Hella,XTOR,0.75
2021-09-10,Antonie,NSTAT,1.0
2021-09-10,Hella,NSTAT,0.25
2021-09-10,Mariola,NSTAT,0.5
2021-09-10,Hella,XTOR,0.5
2021-09-10,Mariola,BIRDY,2.5
2021-09-10,Hella,BIRDY,0.5
2021-09-10,Mariola,XTOR,1.75
2021-09-13,Mariola,BIRDY,3.0
2021-09-13,Hella,NSTAT,0.25
2021-09-13,Mariola,XTOR,2.0
2021-09-13,Hella,BIRDY,1.0
2021-09-13,Mariola,NSTAT,1.25
2021-09-13,Mariola,XTOR,1.25
2021-09-13,Mariola,NSTAT,0.75
2021-09-13,Mariola,BIRDY,1.75
2021-09-14,Mariola,NSTAT,1.0
2021-09-14,Mariola,NSTAT,0.25
2021-09-14,Hella,XTOR,0.25
2021-09-14,Mariola,NSTAT,1.0
2021-09-15,Hella,BIRDY,1.0
2021-09-15,Mariola,NSTAT,0.25
2021-09-15,Mariola,BIRDY,2.0
